"45002634","22.0","g","22.0","GRM",""
"45002635","40.0","g","0.333","cup",""
"45002636","14.0","g","1.0","Tbsp",""
"45002640","28.0","g","1.0","ONZ",""
"45002642","30.0","g","2.75","cup",""
"45002643","30.0","g","2.25","cup",""
"45002659","28.0","g","22.0","CRISPS | ABOUT",""
"45002660","28.0","g","2.0","cup",""
"45002661","28.0","g","2.0","cup",""
"45002662","28.0","g","2.0","cup",""
"45002669","28.0","g","14.0","CHIPS) | (ABOUT",""
"45002670","28.0","g","14.0","CHIPS) | (ABOUT",""
"45002671","28.0","g","14.0","CHIPS | ABOUT",""
"45002672","28.0","g","15.0","CHIPS | ABOUT",""
"45002673","28.0","g","16.0","CHIPS | ABOUT",""
"45002674","28.0","g","9.0","CHIPS | ABOUT",""
"45002675","28.0","g","8.0","CHIPS | ABOUT",""
"45002676","28.0","g","8.0","CHIPS | ABOUT",""
"45002681","28.0","g","11.0","CHIPS | ABOUT",""
"45002682","28.0","g","15.0","CHIPS | ABOUT",""
"45002684","28.0","g","2.0","Tbsp",""
"45002688","113.0","g","1.0","POUCH",""
"45002697","43.0","g","3.0","PIECES",""
"45002736","14.2","g","1.0","PACK",""
"45002737","14.2","g","1.0","PACK",""
"45002781","3.0","g","1.0","TEA BAG",""
"45002786","56.0","g","0.125","OF THE PACKAGE",""
"45002797","2.0","g","1.0","STICK, (16.9 FL. OZ. (500 ML) PREPARED)",""
"45002804","4.23","g","1.0","TEABAG , MAKES PARPED",""
"45002809","2.0","g","1.0","TEA BAG, MAKES 8 FL OZ.",""
"45002836","34.0","g","1.0","SLICE",""
"45002838","50.0","g","1.75","ONZ",""
"45002840","100.0","g","1.0","ROLL WITH 1/2 OF ICING PACKET",""
"45002841","28.0","g","1.0","ONZ",""
"45002842","28.0","g","1.0","ONZ",""
"45002848","227.0","g","8.0","ONZ",""
"45002849","312.0","g","11.0","ONZ",""
"45002850","26.0","g","2.0","Tbsp",""
"45002851","37.0","g","0.25","cup",""
"45002860","57.0","g","4.0","COOKIES | APPROX",""
"45002862","45.0","g","1.0","CUP PREPARED) | (",""
"45002863","60.0","g","0.333","cup",""
"45002864","60.0","g","0.333","cup",""
"45002876","28.0","g","1.0","ONZ",""
"45002877","28.0","g","1.0","ONZ",""
"45002885","170.0","g","1.0","CONTAINER",""
"45002888","17.0","g","1.0","Tbsp",""
